Molecule ID,AB,,AC,,AD,,AE,
,Bit (-1),Frequency (-1),Bit (-1),Frequency (-1),Bit (-1),Frequency (-1),Bit (-1),Frequency (-1)
1414,1415,13740,1415,1290,1415,1304,1415,164
346,347,13720,347,0,347,0,347,0
737,738,13720,738,656,738,656,738,83
1967,1968,13720,1968,1308,1968,1310,1968,162
451,452,13700,452,655,452,655,452,78
280,281,13700,281,652,281,655,281,78
657,658,13680,658,654,658,659,658,83
1094,1095,13660,1095,0,1095,0,1095,0
1155,1156,13640,1156,1300,1156,1312,1156,144
664,665,13620,665,1304,665,1314,665,166
1807,1808,13620,1808,649,1808,652,1808,81
1120,1121,13620,1121,650,1121,648,1121,81
1607,1608,13600,1608,651,1608,655,1608,83
1806,1807,13600,1807,651,1807,654,1807,81
1907,1908,13580,1908,0,1908,0,1908,0
381,382,13560,382,0,382,0,382,0
1964,1965,13480,1965,649,1965,659,1965,82
1547,1548,13440,1548,1956,1548,1956,1548,246
847,848,13300,848,0,848,0,848,0
183,184,13110,184,0,184,0,184,0
1598,1599,13091,1599,0,1599,0,1599,0
666,667,13091,667,0,667,0,667,0
701,702,13072,702,648,702,655,702,82
1891,1892,13072,1892,0,1892,0,1892,0
292,293,13053,293,0,293,0,293,0
1721,1722,13053,1722,0,1722,0,1722,0
1799,1800,13053,1800,649,1800,659,1800,81
1508,1509,13034,1509,649,1509,649,1509,71
563,564,13015,564,1314,564,1320,564,166
1310,1311,13015,1311,652,1311,658,1311,80
198,199,12996,199,631,199,646,199,83
1991,1992,12996,1992,0,1992,0,1992,0
1557,1558,12977,1558,648,1558,656,1558,82
190,191,12977,191,1962,191,1965,191,249
524,525,12977,525,2604,525,2608,525,332
327,328,12977,328,637,328,651,328,83
88,89,12958,89,0,89,0,89,0
1088,1089,12940,1089,620,1089,640,1089,80
1063,1064,12939,1064,633,1064,653,1064,82
768,769,12939,769,0,769,0,769,0
1985,1986,12939,1986,0,1986,0,1986,0
1474,1475,12920,1475,656,1475,660,1475,83
844,845,12882,845,0,845,0,845,0
649,650,12863,650,653,650,656,650,78
1194,1195,12844,1195,0,1195,0,1195,0
195,196,12825,196,648,196,656,196,79
429,430,12749,430,0,430,0,430,0
1647,1648,12438,1648,658,1648,657,1648,83
1261,1262,12384,1262,651,1262,654,1262,83
866,867,12384,867,0,867,0,867,0
716,717,12366,717,655,717,645,717,83
1654,1655,12366,1655,652,1655,660,1655,83
1483,1484,12366,1484,649,1484,649,1484,82
49,50,12366,50,0,50,0,50,0
1446,1447,12366,1447,1310,1447,1314,1447,166
1139,1140,12348,1140,0,1140,0,1140,0
1990,1991,12330,1991,636,1991,655,1991,80
996,997,12312,997,650,997,650,997,73
208,209,12312,209,652,209,650,209,83
1242,1243,12294,1243,652,1243,657,1243,82
750,751,12294,751,1308,751,1310,751,166
1171,1172,12294,1172,649,1172,651,1172,82
1867,1868,12294,1868,0,1868,0,1868,0
1141,1142,12258,1142,653,1142,659,1142,82
1466,1467,12258,1467,1296,1467,1288,1467,164
1572,1573,12258,1573,647,1573,654,1573,82
630,631,12258,631,651,631,653,631,83
144,145,12222,145,0,145,0,145,0
1448,1449,12186,1449,653,1449,655,1449,82
209,210,12150,210,650,210,655,210,80
1688,1689,12114,1689,646,1689,652,1689,80
1520,1521,11764,1521,0,1521,0,1521,0
972,973,11730,973,653,973,654,973,82
1209,1210,11713,1210,0,1210,0,1210,0
162,163,11696,163,0,163,0,163,0
1143,1144,11696,1144,653,1144,654,1144,83
1229,1230,11696,1230,1306,1230,1314,1230,166
1505,1506,11679,1506,654,1506,658,1506,83
1075,1076,11679,1076,0,1076,0,1076,0
391,392,11679,392,653,392,653,392,83
191,192,11679,192,1308,192,1308,192,164
522,523,11662,523,0,523,0,523,0
1096,1097,11645,1097,0,1097,0,1097,0
607,608,11645,608,0,608,0,608,0
1929,1930,11645,1930,0,1930,0,1930,0
1558,1559,11611,1559,2608,1559,2620,1559,316
1772,1773,11594,1773,648,1773,661,1773,83
1319,1320,11594,1320,0,1320,0,1320,0
1247,1248,11594,1248,0,1248,0,1248,0
94,95,11577,95,650,95,656,95,80
355,356,11560,356,0,356,0,356,0
1682,1683,11543,1683,0,1683,0,1683,0
1578,1579,11543,1579,1260,1579,1296,1579,166
324,325,11475,325,650,325,646,325,81
1879,1880,11424,1880,1938,1880,1968,1880,237
1241,1242,11356,1242,0,1242,0,1242,0
305,306,11040,306,0,306,0,306,0
1315,1316,11008,1316,0,1316,0,1316,0
423,424,11008,424,1310,424,1312,424,166
489,490,11008,490,653,490,656,490,74
1027,1028,10992,1028,0,1028,0,1028,0
1417,1418,10992,1418,1310,1418,1314,1418,162
1582,1583,10992,1583,653,1583,658,1583,79
455,456,10976,456,1308,456,1314,456,166
1365,1366,10976,1366,0,1366,0,1366,0
687,688,10976,688,650,688,651,688,78
1061,1062,10960,1062,653,1062,655,1062,81
504,505,10944,505,655,505,660,505,80
577,578,10944,578,655,578,662,578,83
1286,1287,10928,1287,656,1287,659,1287,82
910,911,10928,911,0,911,0,911,0
673,674,10928,674,650,674,655,674,83
1447,1448,10896,1448,0,1448,0,1448,0
818,819,10848,819,0,819,0,819,0
871,872,10832,872,652,872,656,872,79
1192,1193,10784,1193,646,1193,646,1193,77
1963,1964,10688,1964,0,1964,0,1964,0
469,470,10365,470,1310,470,1316,470,166
137,138,10350,138,1298,138,1296,138,166
372,373,10335,373,648,373,654,373,83
178,179,10320,179,0,179,0,179,0
895,896,10320,896,655,896,656,896,83
1238,1239,10320,1239,0,1239,0,1239,0
930,931,10320,931,0,931,0,931,0
859,860,10305,860,1306,860,1318,860,164
879,880,10290,880,0,880,0,880,0
54,55,10290,55,0,55,0,55,0
217,218,10290,218,652,218,656,218,82
1816,1817,10275,1817,0,1817,0,1817,0
653,654,10260,654,652,654,657,654,81
491,492,10245,492,0,492,0,492,0
2023,2024,10245,2024,0,2024,0,2024,0
835,836,10245,836,1929,836,1944,836,243
775,776,10230,776,0,776,0,776,0
517,518,10230,518,0,518,0,518,0
1495,1496,10230,1496,0,1496,0,1496,0
212,213,10185,213,0,213,0,213,0
235,236,10170,236,0,236,0,236,0
1173,1174,10125,1174,646,1174,653,1174,77
614,615,10125,615,626,615,648,615,83
617,618,10035,618,0,618,0,618,0
1999,2000,9688,2000,1944,2000,1971,2000,249
505,506,9646,506,0,506,0,506,0
1873,1874,9646,1874,0,1874,0,1874,0
351,352,9618,352,0,352,0,352,0
633,634,9618,634,651,634,654,634,83
175,176,9590,176,646,176,660,176,80
1371,1372,9576,1372,637,1372,658,1372,82
481,482,9576,482,0,482,0,482,0
559,560,9576,560,0,560,0,560,0
1445,1446,9562,1446,0,1446,0,1446,0
48,49,9548,49,0,49,0,49,0
169,170,9534,170,0,170,0,170,0
1918,1919,9534,1919,0,1919,0,1919,0
596,597,9534,597,0,597,0,597,0
1826,1827,9478,1827,0,1827,0,1827,0
1650,1651,9009,1651,0,1651,0,1651,0
934,935,8983,935,656,935,659,935,83
1188,1189,8970,1189,0,1189,0,1189,0
599,600,8970,600,0,600,0,600,0
369,370,8970,370,0,370,0,370,0
1039,1040,8970,1040,0,1040,0,1040,0
1291,1292,8944,1292,652,1292,653,1292,80
2030,2031,8931,2031,1302,2031,1306,2031,166
1114,1115,8931,1115,0,1115,0,1115,0
64,65,8918,65,0,65,0,65,0
1733,1734,8905,1734,0,1734,0,1734,0
1884,1885,8892,1885,0,1885,0,1885,0
1443,1444,8892,1444,650,1444,651,1444,83
1118,1119,8840,1119,0,1119,0,1119,0
656,657,8827,657,652,657,657,657,83
1163,1164,8292,1164,0,1164,0,1164,0
1770,1771,8292,1771,0,1771,0,1771,0
1749,1750,8292,1750,651,1750,654,1750,79
616,617,8280,617,656,617,661,617,80
555,556,8280,556,0,556,0,556,0
1092,1093,8268,1093,0,1093,0,1093,0
40,41,8268,41,657,41,659,41,83
107,108,8244,108,649,108,656,108,81
1965,1966,8244,1966,650,1966,657,1966,83
1239,1240,8244,1240,0,1240,0,1240,0
1936,1937,8232,1937,0,1937,0,1937,0
1632,1633,8220,1633,0,1633,0,1633,0
1418,1419,8208,1419,1310,1419,1316,1419,166
553,554,8196,554,0,554,0,554,0
588,589,8196,589,0,589,0,589,0
1854,1855,8184,1855,652,1855,658,1855,83
624,625,8112,625,0,625,0,625,0
1279,1280,7601,1280,0,1280,0,1280,0
41,42,7590,42,649,42,657,42,83
1361,1362,7546,1362,1300,1362,1304,1362,166
438,439,7546,439,0,439,0,439,0
1262,1263,7546,1263,0,1263,0,1263,0
797,798,7447,798,646,798,656,798,83
283,284,6910,284,0,284,0,284,0
940,941,6890,941,1304,941,1316,941,164
521,522,6880,522,0,522,0,522,0
27,28,6840,28,0,28,0,28,0
837,838,6840,838,0,838,0,838,0
755,756,6840,756,0,756,0,756,0
210,211,6840,211,0,211,0,211,0
1838,1839,6830,1839,654,1839,656,1839,83
958,959,6830,959,654,959,657,959,83
970,971,6770,971,0,971,0,971,0
1626,1627,6210,1627,654,1627,659,1627,83
959,960,6210,960,657,960,657,960,83
832,833,6210,833,1308,833,1316,833,160
1224,1225,6201,1225,0,1225,0,1225,0
1622,1623,6192,1623,0,1623,0,1623,0
1397,1398,6165,1398,0,1398,0,1398,0
520,521,6129,521,652,521,658,521,83
95,96,6120,96,649,96,654,96,82
385,386,5528,386,0,386,0,386,0
814,815,5512,815,0,815,0,815,0
1747,1748,5496,1748,0,1748,0,1748,0
658,659,5488,659,0,659,0,659,0
1659,1660,5480,1660,0,1660,0,1660,0
581,582,5480,582,0,582,0,582,0
1380,1381,5376,1381,647,1381,659,1381,83
1124,1125,4837,1125,0,1125,0,1125,0
58,59,4823,59,649,59,656,59,83
1676,1677,4816,1677,655,1677,660,1677,83
326,327,4809,327,641,327,662,327,82
157,158,4802,158,0,158,0,158,0
929,930,4788,930,1310,930,1318,930,166
1858,1859,4774,1859,0,1859,0,1859,0
980,981,4774,981,652,981,661,981,83
352,353,4122,353,0,353,0,353,0
288,289,4110,289,0,289,0,289,0
1872,1873,3435,1873,0,1873,0,1873,0
1897,1898,3435,1898,0,1898,0,1898,0
1422,1423,3430,1423,0,1423,0,1423,0
1117,1118,3425,1118,0,1118,0,1118,0
1743,1744,3365,1744,0,1744,0,1744,0
537,538,2764,538,0,538,0,538,0
1979,1980,2720,1980,0,1980,0,1980,0
72,73,2079,73,0,73,0,73,0
1609,1610,2040,1610,1292,1610,1314,1610,166
1819,1820,1368,1820,656,1820,654,1820,82
1148,1149,691,1149,0,1149,0,1149,0
1430,1431,691,1431,0,1431,0,1431,0
2047,Molecule_ID,0,,,,,,
